Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Average Salary,Compant Text,Job State,Company Age
HCC Data Analyst,$74K-$123K (Glassdoor est.),3.6,"Kelsey Seybold Clinic
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,98.5,Kelsey Seybold Clinic, TX,73
Business Analyst - IT Data Warehouse,$74K-$123K (Glassdoor est.),3.2,"Radiology Partners
3.2","Houston, TX","El Segundo, CA",1001 to 5000 employees,2012,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,98.5,Radiology Partners, TX,10
VBA Software developer / IT Data Analyst SQL,$74K-$123K (Glassdoor est.),4.4,"The Jupiter Group
4.4","Spring, TX","Pearland, TX",51 to 200 employees,-1,Unknown,Staffing & Outsourcing,Business Services,Less than $1 million (USD),-1,-1,98.5,The Jupiter Group, TX,-1
Healthcare Information and Data Analyst II,$74K-$123K (Glassdoor est.),3.6,"Kelsey-Seybold Medical Group
3.6","Pearland, TX","Pearland, TX",1001 to 5000 employees,1949,Private Practice / Firm,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,-1,98.5,Kelsey-Seybold Medical Group, TX,73
Software Engineer/Data Analyst,$74K-$123K (Glassdoor est.),5.0,"Crawford Thomas Recruiting
5.0","Houston, TX","Orlando, FL",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,98.5,Crawford Thomas Recruiting, TX,15
"Financial Data Analyst - Data Mining, Analytics, Reporting",$74K-$123K (Glassdoor est.),5.0,"Jobot
5.0","Sugar Land, TX","Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,98.5,Jobot, TX,4
Splunk SME / Data Analyst _ TXho_,$74K-$123K (Glassdoor est.),-1.0,Talbridge Corporation,"Houston, TX","Houston, TX",51 to 200 employees,1996,Contract,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,-1,98.5,Talbridge Corporation, TX,26
Data Warehouse Analyst III,$74K-$123K (Glassdoor est.),3.7,"eTeam Inc.
3.7","Houston, TX","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",-1,98.5,eTeam Inc., TX,23
Contract data validation analyst,$74K-$123K (Glassdoor est.),3.8,"LanceSoft Inc
3.8","Houston, TX","Herndon, VA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Mindlance, Artech Information Systems, Pyramid Consulting",-1,98.5,LanceSoft Inc, TX,22
Data Warehouse Analyst III,$74K-$123K (Glassdoor est.),3.0,"Central Business Solutions, Inc
3.0","Houston, TX","Fremont, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,98.5,"Central Business Solutions, Inc", TX,-1
Electronic Data Interchange Analyst (EDI),$74K-$123K (Glassdoor est.),3.3,"Professional Enrollment Concepts
3.3","Houston, TX","Houston, TX",1 to 50 employees,2011,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,98.5,Professional Enrollment Concepts, TX,11
Sr. Data Analyst,$74K-$123K (Glassdoor est.),3.1,"Texas Dow Employees Credit Union
3.1","Sugar Land, TX","Lake Jackson, TX",501 to 1000 employees,1955,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,98.5,Texas Dow Employees Credit Union, TX,67
Data Expert (Analyst/Modeler),$74K-$123K (Glassdoor est.),4.8,"InvenTech Info
4.8","Houston, TX","Bengaluru, India",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,98.5,InvenTech Info, TX,12
.Net Developer - Program Data Design Analyst,$74K-$123K (Glassdoor est.),2.2,"Harris County Appraisal District
2.2","Houston, TX","Houston, TX",501 to 1000 employees,1980,Government,Municipal Governments,Government,$50 to $100 million (USD),-1,-1,98.5,Harris County Appraisal District, TX,42
Data Analyst,$53K-$94K (Glassdoor est.),3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,73.5,MUFG, AZ,158
Senior Data Analyst,$53K-$94K (Glassdoor est.),4.4,"Integrate
4.4","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,-1,73.5,Integrate, AZ,12
Data Warehouse Analyst II-ST,$53K-$94K (Glassdoor est.),3.2,"Desert Financial Credit Union
3.2","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1,73.5,Desert Financial Credit Union, AZ,83
SQL Developer/Data Analyst,$53K-$94K (Glassdoor est.),3.7,"Corbins Electric
3.7","Phoenix, AZ","Phoenix, AZ",501 to 1000 employees,1975,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),"DP Electric, Helix Electric, Wilson Electric",-1,73.5,Corbins Electric, AZ,47
Jr. Analyst Data/Reporting,$53K-$94K (Glassdoor est.),3.5,"The Judge Group, Inc.
3.5","Phoenix, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,73.5,"The Judge Group, Inc.", AZ,52
Senior Data Analyst,$53K-$94K (Glassdoor est.),4.0,"Discount Tire
4.0","Scottsdale, AZ","Scottsdale, AZ",10000+ employees,1960,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),"Big O Tires, Les Schwab Tire Centers, Pep Boys",-1,73.5,Discount Tire, AZ,62
Data Warehouse Analyst III,$53K-$94K (Glassdoor est.),3.2,"Desert Financial Credit Union
3.2","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,-1,73.5,Desert Financial Credit Union, AZ,83
Data Analyst,$53K-$94K (Glassdoor est.),3.5,"Robert Half
3.5","Phoenix, AZ","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,73.5,Robert Half, AZ,74
Data Analyst,$53K-$94K (Glassdoor est.),4.9,"TekCom Resources, Inc.
4.9","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,73.5,"TekCom Resources, Inc.", AZ,17
Data Analyst,$53K-$94K (Glassdoor est.),4.1,"Viasat
4.1","Phoenix, AZ","Carlsbad, CA",5001 to 10000 employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),"Harris, Gogo, Inmarsat",-1,73.5,Viasat, AZ,36
Business Data Analyst,$53K-$94K (Glassdoor est.),4.6,"National Education Partners
4.6","Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,73.5,National Education Partners, AZ,3
Data Analyst,$53K-$94K (Glassdoor est.),3.6,"Parker & Lynch
3.6","Phoenix, AZ","Jacksonville, FL",501 to 1000 employees,1992,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,73.5,Parker & Lynch, AZ,30
Data Analyst,$53K-$94K (Glassdoor est.),3.0,"The Accuro Group
3.0","Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,73.5,The Accuro Group, AZ,19
Data Analyst,$53K-$94K (Glassdoor est.),3.2,"Modis
3.2","Phoenix, AZ","Zurich, Switzerland",5001 to 10000 employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),"TEKsystems, Aerotek",-1,73.5,Modis, AZ,28
Data Analyst,$53K-$94K (Glassdoor est.),2.9,"Gatestone & Co. Inc
2.9","Phoenix, AZ","North York, Canada",1001 to 5000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,73.5,Gatestone & Co. Inc, AZ,-1
Data Analyst,$53K-$94K (Glassdoor est.),3.9,"Diverse Lynx
3.9","Tempe, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,73.5,Diverse Lynx, AZ,20
Data Analyst,$53K-$94K (Glassdoor est.),3.6,"FAMILY INVOLVEMENT CENTER
3.6","Phoenix, AZ","Phoenix, AZ",1 to 50 employees,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),-1,-1,73.5,FAMILY INVOLVEMENT CENTER, AZ,20
Data Analyst,$53K-$94K (Glassdoor est.),2.5,"Career Evolutions
2.5","Scottsdale, AZ","Scottsdale, AZ",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,73.5,Career Evolutions, AZ,-1
Fall 2020 Supply Chain Data Analyst Intern,$53K-$94K (Glassdoor est.),3.6,"ON Semiconductor
3.6","Phoenix, AZ","Phoenix, AZ",10000+ employees,1999,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),-1,-1,73.5,ON Semiconductor, AZ,23
Data Experience Analyst,$53K-$94K (Glassdoor est.),3.6,"Charles Schwab
3.6","Phoenix, AZ","San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),-1,-1,73.5,Charles Schwab, AZ,49
Data Analyst,$53K-$94K (Glassdoor est.),4.4,"Softcom Systems
4.4","Tempe, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,73.5,Softcom Systems, AZ,-1
Data Analyst,$53K-$94K (Glassdoor est.),-1.0,Door Sales & Installations,"Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,73.5,Door Sales & Installations, AZ,-1
"Data Analyst, Marketing",$53K-$94K (Glassdoor est.),4.6,"National Education Partners
4.6","Scottsdale, AZ","Scottsdale, AZ",201 to 500 employees,2019,Company - Private,Colleges & Universities,Education,$100 to $500 million (USD),-1,-1,73.5,National Education Partners, AZ,3
Data Control Business Analyst,$53K-$94K (Glassdoor est.),3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,73.5,MUFG, AZ,158
Network Security System/Data Analyst,$53K-$94K (Glassdoor est.),3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,73.5,MUFG, AZ,158
"Data Center Services Analyst I, II, III, or Senior",$53K-$94K (Glassdoor est.),3.4,"Alaska USA
3.4","Glendale, AZ","Anchorage, AK",1001 to 5000 employees,1948,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,73.5,Alaska USA, AZ,74
Data Analyst,$53K-$94K (Glassdoor est.),2.9,"The Paragon Group
2.9","Scottsdale, AZ","SUNDERLAND, United Kingdom",1001 to 5000 employees,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1,73.5,The Paragon Group, AZ,37
Central Flow Data Analyst,$53K-$94K (Glassdoor est.),3.9,"Amazon
3.9","Tempe, AZ","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",-1,73.5,Amazon, AZ,28
"Data Center Services Analyst I, II, III, or Senior",$53K-$94K (Glassdoor est.),-1.0,AlaskaUSA Mortgage Company,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,73.5,AlaskaUSA Mortgage Company, AZ,-1
Data Analyst - Data Science and Analytics,$46K-$102K (Glassdoor est.),-1.0,MLWIZ Team,"Phoenix, AZ","North Brunswick, NJ",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,74.0,MLWIZ Team, AZ,-1
Data Analyst,$46K-$102K (Glassdoor est.),4.3,"Net Orbit Inc
4.3","Tempe, AZ","Tempe, AZ",501 to 1000 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,74.0,Net Orbit Inc, AZ,-1
Data Programmer/Analyst,$46K-$102K (Glassdoor est.),4.3,"Arizona State University
4.3","Tempe, AZ","Tempe, AZ",5001 to 10000 employees,1885,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1,74.0,Arizona State University, AZ,137
Master Data Operation Analyst,$46K-$102K (Glassdoor est.),3.6,"PK
3.6","Phoenix, AZ","Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,74.0,PK, AZ,18
Data Reporting Analyst,$46K-$102K (Glassdoor est.),3.9,"Mondo
3.9","Phoenix, AZ","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,74.0,Mondo, AZ,22
Data Quality Analyst,$46K-$102K (Glassdoor est.),3.8,"IntraEdge
3.8","Tempe, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,74.0,IntraEdge, AZ,20
Analyst (Global Data and Analytics),$46K-$102K (Glassdoor est.),2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,74.0,"Circle K Stores, Inc.", AZ,71
Senior Business Intelligence Data Analyst,$46K-$102K (Glassdoor est.),3.4,"Shamrock Foods
3.4","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1,74.0,Shamrock Foods, AZ,100
Senior Data Analyst,$46K-$102K (Glassdoor est.),3.4,"Tech Finders
3.4","Phoenix, AZ","Phoenix, AZ",1 to 50 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,74.0,Tech Finders, AZ,24
System Analyst/Data Analyst/ Data Governance Analyst/ Collibra,$46K-$102K (Glassdoor est.),3.7,"Infotree Service Inc
3.7","Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,74.0,Infotree Service Inc, AZ,18
Automotive Data Analyst,$46K-$102K (Glassdoor est.),3.1,"O'Reilly Automotive
3.1","Phoenix, AZ","Springfield, MO",10000+ employees,1957,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),"Advance Auto Parts, AutoZone, NAPA Auto Parts",-1,74.0,O'Reilly Automotive, AZ,65
Reporting & Data Analyst,$46K-$102K (Glassdoor est.),-1.0,Sanford Federal,"Phoenix, AZ","Sanford, VA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,74.0,Sanford Federal, AZ,-1
Data/Business Analyst,$46K-$102K (Glassdoor est.),3.1,"Uhaul
3.1","Phoenix, AZ","Reno, NV",10000+ employees,1945,Company - Public,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD),-1,-1,74.0,Uhaul, AZ,77
Data Quality (DQ) Problem Management Analyst,$46K-$102K (Glassdoor est.),3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,74.0,MUFG, AZ,158
Statistician/Data Analyst/SQL Coder,$46K-$102K (Glassdoor est.),2.5,"Matrix Medical Network
2.5","Scottsdale, AZ","Scottsdale, AZ",1001 to 5000 employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,74.0,Matrix Medical Network, AZ,21
Business Data Analyst - I,$46K-$102K (Glassdoor est.),2.5,"Avacend, Inc.
2.5","Tempe, AZ","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,74.0,"Avacend, Inc.", AZ,-1
Technology Analyst | Data Management - Data Integration | Informatica,$46K-$102K (Glassdoor est.),3.9,"Kaygen Inc.
3.9","Phoenix, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,-1,74.0,Kaygen Inc., AZ,-1
Senior Data Analyst w/ Collibra,$46K-$102K (Glassdoor est.),5.0,"Nucleusteq
5.0","Phoenix, AZ","Phoenix, AZ",201 to 500 employees,2018,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,74.0,Nucleusteq, AZ,4
SYSTEMS and DATA ANALYST,$46K-$102K (Glassdoor est.),-1.0,Isaac Elementary School District #5,"Phoenix, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,74.0,Isaac Elementary School District #5, AZ,-1
Data Modeler / Analyst with Data Steward,$46K-$102K (Glassdoor est.),4.5,"Strategic Systems
4.5","Tempe, AZ","Dublin, OH",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,74.0,Strategic Systems, AZ,18
SQL Data Analyst,$46K-$102K (Glassdoor est.),3.3,"Edupoint
3.3","Mesa, AZ","Irvine, CA",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),-1,-1,74.0,Edupoint, AZ,-1
Data Analyst - Financial Advisor Services,$46K-$102K (Glassdoor est.),3.2,"Vanguard
3.2","Scottsdale, AZ","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,74.0,Vanguard, AZ,47
Marketing Data Analyst,$46K-$102K (Glassdoor est.),3.5,"Efinancial
3.5","Tempe, AZ","Bellevue, WA",201 to 500 employees,2001,Company - Private,Insurance Agencies & Brokerages,Insurance,$50 to $100 million (USD),-1,-1,74.0,Efinancial, AZ,21
CLINICAL DATA ANALYST,$46K-$102K (Glassdoor est.),3.0,"Envision Healthcare
3.0","Phoenix, AZ","Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,74.0,Envision Healthcare, AZ,17
Senior Data Analyst,$46K-$102K (Glassdoor est.),-1.0,Bartech Group,"Chandler, AZ","South Holland, IL",51 to 200 employees,-1,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,-1,74.0,Bartech Group, AZ,-1
CLINICAL DATA ANALYST,$46K-$102K (Glassdoor est.),3.6,"Envision Physician Services
3.6","Phoenix, AZ","Nashville, TN",10000+ employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,74.0,Envision Physician Services, AZ,-1
Senior Data and Reporting Analyst,$46K-$102K (Glassdoor est.),4.0,"Saviance Technologies
4.0","Phoenix, AZ","Metuchen, NJ",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,74.0,Saviance Technologies, AZ,23
Data analyst,$46K-$102K (Glassdoor est.),3.5,"Atos Syntel Inc.
3.5","Phoenix, AZ","Troy, MI",10000+ employees,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD),-1,-1,74.0,Atos Syntel Inc., AZ,42
Data Analyst/Engineer,$43K-$94K (Glassdoor est.),3.0,"The Accuro Group
3.0","Tempe, AZ","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,68.5,The Accuro Group, AZ,19
Finance Data Analyst,$43K-$94K (Glassdoor est.),4.9,"TekCom Resources, Inc.
4.9","Phoenix, AZ","King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,68.5,"TekCom Resources, Inc.", AZ,17
Data Analyst/Business Analyst with SQL,$43K-$94K (Glassdoor est.),3.9,"Diverse Lynx
3.9","Phoenix, AZ","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,68.5,Diverse Lynx, AZ,20
Financial Data Analyst,$43K-$94K (Glassdoor est.),4.3,"Na Ali'i
4.3","DC Ranch, AZ","Honolulu, HI",201 to 500 employees,2003,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,68.5,Na Ali'i, AZ,19
Technical Business/Data Analyst,$43K-$94K (Glassdoor est.),-1.0,"Capgemini America, Inc.","Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,68.5,"Capgemini America, Inc.", AZ,-1
Accounting Data Analyst,$43K-$94K (Glassdoor est.),4.5,"Mastech Digital
4.5","Phoenix, AZ","Moon Township, PA",1001 to 5000 employees,1986,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,68.5,Mastech Digital, AZ,36
Data Analyst/Scientist Intern,$43K-$94K (Glassdoor est.),-1.0,Minit Charger,"Tempe, AZ","Cranbury, NJ",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,68.5,Minit Charger, AZ,-1
Senior Data Analyst,$43K-$94K (Glassdoor est.),-1.0,Discount Tire Corporate Careers,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,68.5,Discount Tire Corporate Careers, AZ,-1
Data Engineer/Database Analyst/Data Analyst,$43K-$94K (Glassdoor est.),3.7,"Infotree Service Inc
3.7","Chandler, AZ","Canton, MI",51 to 200 employees,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1,-1,68.5,Infotree Service Inc, AZ,18
Data System Analyst with SQL,$43K-$94K (Glassdoor est.),4.3,"Wilco Source
4.3","Scottsdale, AZ","Santa Clara, CA",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,68.5,Wilco Source, AZ,-1
Senior Data Analyst,$43K-$94K (Glassdoor est.),-1.0,Green Lion Search Group,"Tempe, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,68.5,Green Lion Search Group, AZ,-1
ETL QA / Data Analyst,$43K-$94K (Glassdoor est.),4.2,"Pegasus Knowledge Solutions
4.2","Scottsdale, AZ","Schaumburg, IL",201 to 500 employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1,68.5,Pegasus Knowledge Solutions, AZ,-1
Analyst Pharmacy Quality Data,$43K-$94K (Glassdoor est.),2.7,"AllianceRx Walgreens Prime
2.7","Tempe, AZ","Orlando, FL",1001 to 5000 employees,2017,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,68.5,AllianceRx Walgreens Prime, AZ,5
"Analyst, Global Data Governance & Strategy",$43K-$94K (Glassdoor est.),2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,68.5,"Circle K Stores, Inc.", AZ,71
SQL/SAS Data Analyst,$43K-$94K (Glassdoor est.),3.6,"Signature Consultants
3.6","Chandler, AZ","Fort Lauderdale, FL",1001 to 5000 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"ComforceHealth, TEKsystems, Allegis Group",-1,68.5,Signature Consultants, AZ,25
Senior Data Analyst,$43K-$94K (Glassdoor est.),-1.0,Pure Flix Digital,"Scottsdale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,68.5,Pure Flix Digital, AZ,-1
Risk/Regulatory Reporting Project Data Analyst,$43K-$94K (Glassdoor est.),3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,68.5,MUFG, AZ,158
Data Architect /Data Modeler/Data Analyst,$43K-$94K (Glassdoor est.),4.4,"Softcom Systems
4.4","Phoenix, AZ","Princeton, NJ",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,-1,68.5,Softcom Systems, AZ,-1
Data Analyst - Mid-Level,$43K-$94K (Glassdoor est.),3.5,"The Judge Group, Inc.
3.5","Tempe, AZ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,68.5,"The Judge Group, Inc.", AZ,52
Sr. Data Business Analyst-Docutech,$43K-$94K (Glassdoor est.),3.4,"First American Financial Corporation
3.4","Scottsdale, AZ","Santa Ana, CA",10000+ employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,-1,68.5,First American Financial Corporation, AZ,133
Information Security Data Analyst,$43K-$94K (Glassdoor est.),3.6,"ICST, LLC
3.6","Glendale, AZ","South Portland, ME",501 to 1000 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,68.5,"ICST, LLC", AZ,26
Financial and Data Analyst,$43K-$94K (Glassdoor est.),3.8,"Equity Methods
3.8","Scottsdale, AZ","Scottsdale, AZ",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,68.5,Equity Methods, AZ,-1
Transportation Data Analyst,$43K-$94K (Glassdoor est.),-1.0,Desert Choice Transport,"Glendale, AZ",-1,-1,-1,-1,-1,-1,-1,-1,-1,68.5,Desert Choice Transport, AZ,-1
Civil Engineer/GIS Data Analyst,$43K-$94K (Glassdoor est.),3.7,"Stantec
3.7","Chandler, AZ","Edmonton, Canada",10000+ employees,1954,Company - Public,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),-1,-1,68.5,Stantec, AZ,68
IT Data Protection Analyst,$43K-$94K (Glassdoor est.),3.7,"CSAA Insurance Group
3.7","Glendale, AZ","Walnut Creek, CA",1001 to 5000 employees,1914,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"GEICO, Allstate, State Farm",-1,68.5,CSAA Insurance Group, AZ,108
Business Intelligence - Data Analyst,$43K-$94K (Glassdoor est.),3.8,"Crisis Response Network
3.8","Tempe, AZ","Tempe, AZ",51 to 200 employees,2007,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),-1,-1,68.5,Crisis Response Network, AZ,15
"Junior Data Analyst-Phoenix, AZ",$43K-$94K (Glassdoor est.),5.0,"Georgia IT Inc.
5.0","Phoenix, AZ","Alpharetta, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,68.5,Georgia IT Inc., AZ,-1
"Data Analyst- San Antonio, Des Moines",$43K-$94K (Glassdoor est.),4.1,"Kforce
4.1","Chandler, AZ","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,68.5,Kforce, AZ,56
Data Analyst Senior,$43K-$94K (Glassdoor est.),4.1,"Kineticom
4.1","Chandler, AZ","San Diego, CA",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"NEXTGEN GLOBAL RESOURCES, Wavsys, TEKsystems",-1,68.5,Kineticom, AZ,22
(Data Analyst) BA/BSA,$45K-$78K (Glassdoor est.),4.1,"InterSources Inc.
4.1","Mesa, AZ","Fremont, CA",51 to 200 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,61.5,InterSources Inc., AZ,15
